parent_type,parent_documentId,relation,db_count,rendered_count,pass
hotel,m3reigqloix1tkxm3bj53hpr,dinings (listing page),2,2,true
hotel,m3reigqloix1tkxm3bj53hpr,dinings (hotel root),2,0,false
hotel,m3reigqloix1tkxm3bj53hpr,attractions (listing page),1,1,true
hotel,m3reigqloix1tkxm3bj53hpr,offers (hotel root),1,1,true
hotel,m3reigqloix1tkxm3bj53hpr,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,e5sbgltc4ta0yf8ldyusskak,rooms (listing page),6,0,false
hotel,e5sbgltc4ta0yf8ldyusskak,rooms (hotel root),6,0,false
hotel,e5sbgltc4ta0yf8ldyusskak,dinings (listing page),2,2,true
hotel,e5sbgltc4ta0yf8ldyusskak,dinings (hotel root),2,0,false
hotel,e5sbgltc4ta0yf8ldyusskak,banquets (listing page),1,1,true
hotel,e5sbgltc4ta0yf8ldyusskak,banquets (hotel root),1,1,true
hotel,e5sbgltc4ta0yf8ldyusskak,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,iq0ggiovctbvy6vshivlfz3p,rooms (listing page),8,0,false
hotel,iq0ggiovctbvy6vshivlfz3p,rooms (hotel root),8,0,false
hotel,iq0ggiovctbvy6vshivlfz3p,dinings (listing page),2,2,true
hotel,iq0ggiovctbvy6vshivlfz3p,dinings (hotel root),2,0,false
hotel,iq0ggiovctbvy6vshivlfz3p,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,gkq13tosaf6d6ol2u2o4kvuu,rooms (listing page),2,0,false
hotel,gkq13tosaf6d6ol2u2o4kvuu,rooms (hotel root),2,0,false
hotel,gkq13tosaf6d6ol2u2o4kvuu,dinings (listing page),2,2,true
hotel,gkq13tosaf6d6ol2u2o4kvuu,dinings (hotel root),2,0,false
hotel,gkq13tosaf6d6ol2u2o4kvuu,banquets (listing page),1,1,true
hotel,gkq13tosaf6d6ol2u2o4kvuu,banquets (hotel root),1,1,true
hotel,gkq13tosaf6d6ol2u2o4kvuu,attractions (listing page),1,1,true
hotel,gkq13tosaf6d6ol2u2o4kvuu,offers (hotel root),2,2,true
hotel,gkq13tosaf6d6ol2u2o4kvuu,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,qiylpmyuzgutlu2nf1pawhxa,rooms (listing page),3,0,false
hotel,qiylpmyuzgutlu2nf1pawhxa,rooms (hotel root),3,0,false
hotel,qiylpmyuzgutlu2nf1pawhxa,dinings (listing page),4,4,true
hotel,qiylpmyuzgutlu2nf1pawhxa,dinings (hotel root),4,0,false
hotel,qiylpmyuzgutlu2nf1pawhxa,attractions (listing page),1,1,true
hotel,qiylpmyuzgutlu2nf1pawhxa,offers (hotel root),1,1,true
hotel,qiylpmyuzgutlu2nf1pawhxa,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,rpmfc42m6nyd97zn7h9r9mz0,dinings (listing page),6,6,true
hotel,rpmfc42m6nyd97zn7h9r9mz0,dinings (hotel root),6,0,false
hotel,rpmfc42m6nyd97zn7h9r9mz0,attractions (listing page),1,1,true
hotel,rpmfc42m6nyd97zn7h9r9mz0,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,z3i1yye4jqyvi7q7mzvmks84,dinings (listing page),4,4,true
hotel,z3i1yye4jqyvi7q7mzvmks84,dinings (hotel root),4,0,false
hotel,z3i1yye4jqyvi7q7mzvmks84,banquets (listing page),1,1,true
hotel,z3i1yye4jqyvi7q7mzvmks84,banquets (hotel root),1,1,true
hotel,z3i1yye4jqyvi7q7mzvmks84,attractions (listing page),1,1,true
hotel,z3i1yye4jqyvi7q7mzvmks84,offers (hotel root),1,1,true
hotel,z3i1yye4jqyvi7q7mzvmks84,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,kz2a1fb8hgo1wiq6r10mhnp1,rooms (listing page),4,0,false
hotel,kz2a1fb8hgo1wiq6r10mhnp1,rooms (hotel root),4,0,false
hotel,kz2a1fb8hgo1wiq6r10mhnp1,dinings (listing page),1,1,true
hotel,kz2a1fb8hgo1wiq6r10mhnp1,dinings (hotel root),1,0,false
hotel,kz2a1fb8hgo1wiq6r10mhnp1,banquets (listing page),1,1,true
hotel,kz2a1fb8hgo1wiq6r10mhnp1,banquets (hotel root),1,1,true
hotel,kz2a1fb8hgo1wiq6r10mhnp1,attractions (listing page),1,1,true
hotel,kz2a1fb8hgo1wiq6r10mhnp1,offers (hotel root),1,1,true
hotel,kz2a1fb8hgo1wiq6r10mhnp1,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,gdpihuh8tywh8jhfnqlldh4a,dinings (listing page),5,5,true
hotel,gdpihuh8tywh8jhfnqlldh4a,dinings (hotel root),5,0,false
hotel,gdpihuh8tywh8jhfnqlldh4a,banquets (listing page),1,1,true
hotel,gdpihuh8tywh8jhfnqlldh4a,banquets (hotel root),1,1,true
hotel,gdpihuh8tywh8jhfnqlldh4a,attractions (listing page),1,1,true
hotel,gdpihuh8tywh8jhfnqlldh4a,offers (hotel root),1,1,true
hotel,gdpihuh8tywh8jhfnqlldh4a,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,rbtnosd0eitqwls5ure6p6wo,rooms (listing page),3,0,false
hotel,rbtnosd0eitqwls5ure6p6wo,rooms (hotel root),3,0,false
hotel,rbtnosd0eitqwls5ure6p6wo,dinings (listing page),2,2,true
hotel,rbtnosd0eitqwls5ure6p6wo,dinings (hotel root),2,0,false
hotel,rbtnosd0eitqwls5ure6p6wo,attractions (listing page),1,1,true
hotel,rbtnosd0eitqwls5ure6p6wo,offers (hotel root),1,1,true
hotel,rbtnosd0eitqwls5ure6p6wo,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,rm561tf3834rlb6mra6g9f1o,rooms (listing page),2,0,false
hotel,rm561tf3834rlb6mra6g9f1o,rooms (hotel root),2,0,false
hotel,rm561tf3834rlb6mra6g9f1o,dinings (listing page),1,1,true
hotel,rm561tf3834rlb6mra6g9f1o,dinings (hotel root),1,0,false
hotel,rm561tf3834rlb6mra6g9f1o,attractions (listing page),1,1,true
hotel,rm561tf3834rlb6mra6g9f1o,offers (hotel root),1,1,true
hotel,rm561tf3834rlb6mra6g9f1o,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,vy36fssx9wwtmjuhqplr9uy9,rooms (listing page),9,0,false
hotel,vy36fssx9wwtmjuhqplr9uy9,rooms (hotel root),9,0,false
hotel,vy36fssx9wwtmjuhqplr9uy9,dinings (listing page),2,2,true
hotel,vy36fssx9wwtmjuhqplr9uy9,dinings (hotel root),2,0,false
hotel,vy36fssx9wwtmjuhqplr9uy9,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,yilu5qua4f2j6ugbs1tfgre7,rooms (listing page),5,0,false
hotel,yilu5qua4f2j6ugbs1tfgre7,rooms (hotel root),5,0,false
hotel,yilu5qua4f2j6ugbs1tfgre7,dinings (listing page),3,3,true
hotel,yilu5qua4f2j6ugbs1tfgre7,dinings (hotel root),3,0,false
hotel,yilu5qua4f2j6ugbs1tfgre7,banquets (listing page),3,3,true
hotel,yilu5qua4f2j6ugbs1tfgre7,banquets (hotel root),3,3,true
hotel,yilu5qua4f2j6ugbs1tfgre7,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,ad5iag5fvfvzdo2laageof0b,rooms (listing page),5,0,false
hotel,ad5iag5fvfvzdo2laageof0b,rooms (hotel root),5,0,false
hotel,ad5iag5fvfvzdo2laageof0b,dinings (listing page),4,4,true
hotel,ad5iag5fvfvzdo2laageof0b,dinings (hotel root),4,0,false
hotel,ad5iag5fvfvzdo2laageof0b,banquets (listing page),2,2,true
hotel,ad5iag5fvfvzdo2laageof0b,banquets (hotel root),2,2,true
hotel,ad5iag5fvfvzdo2laageof0b,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,yczwat3spjzrg7aczxbng90b,rooms (listing page),5,0,false
hotel,yczwat3spjzrg7aczxbng90b,rooms (hotel root),5,0,false
hotel,yczwat3spjzrg7aczxbng90b,dinings (listing page),2,2,true
hotel,yczwat3spjzrg7aczxbng90b,dinings (hotel root),2,0,false
hotel,yczwat3spjzrg7aczxbng90b,banquets (listing page),4,4,true
hotel,yczwat3spjzrg7aczxbng90b,banquets (hotel root),4,4,true
hotel,yczwat3spjzrg7aczxbng90b,"hotel_galleries (gallery page, capped at 48)",2,3,true
